BSE_Code,Company_Name,BSE_Verified,NSE_Code,Sector,Industry
505160,Talbros Automotive Components Ltd.,505160,TALBROAUTO,Consumer Discretionary,Automobile and Auto Components
543711,Sula Vineyards Limited,543711,SULA,Fast Moving Consumer Goods,Fast Moving Consumer Goods
532717,Indo Tech Transformers Limited,532717,INDOTECH,Industrials,Capital Goods
532888,ASIAN GRANITO INDIA LIMITED,532888,ASIANTILES,Consumer Discretionary,Consumer Durables
544107,BLS E-Services Limited,544107,BLSE,Information Technology,Information Technology
522261,Dolphin Offshore Enterprises (India) ltd.,522261,DOLPHIN,Energy,"Oil, Gas & Consumable Fuels"
505196,TIL Ltd.,505196,TIL,Industrials,Capital Goods
531179,Arman Financial Services Limited,531179,ARMANFIN,Financial Services,Financial Services
544217,SANSTAR LIMITED,544217,SANSTAR,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544479,ALL TIME PLASTICS LIMITED,544479,ALLTIME,Consumer Discretionary,Consumer Durables
531717,Vidhi Specialty Food Ingredients Limited,531717,VIDHIING,Commodities,Chemicals
532485,Balmer Lawrie Investments Ltd.,532485,BLIL,Financial Services,Financial Services
544342,Stallion India Fluorochemicals Limited,544342,STALLION,Commodities,Chemicals
504112,Nelco Ltd,504112,NELCO,Information Technology,Information Technology
540124,G N A Axles Limited,540124,GNA,Consumer Discretionary,Automobile and Auto Components
520008,RICO Auto Industries Ltd.,520008,RICOAUTO,Consumer Discretionary,Automobile and Auto Components
502450,Seshasayee Paper & Boards Ltd.,502450,SESHAPAPER,Commodities,Forest Materials
543977,Rishabh Instruments Limited,543977,RISHABH,Industrials,Capital Goods
535136,NIBE LIMITED,535136,NIBE,Industrials,Capital Goods
514211,Sumeet Industries Ltd,514211,SUMEETINDS,Consumer Discretionary,Textiles
500117,DCW Ltd.,500117,DCW,Commodities,Chemicals
513307,BELDING INDIA LIMITED,513307,,Industrials,Capital Goods
540795,Dynamic Cables Limited,540795,DYCL,Industrials,Capital Goods
543263,SMC Global Securities Limited,543263,SMCGLOBAL,Financial Services,Financial Services
542012,A-1 LIMITED,542012,,Commodities,Chemicals
532775,GTL Infrastructure Limited,532775,GTLINFRA,Telecommunication,Telecommunication
533303,BF Investment Limited,533303,BFINVEST,Financial Services,Financial Services
517035,RIR POWER ELECTRONICS LIMITED,517035,RIR,Industrials,Capital Goods
540718,AAYUSH ART AND BULLION LIMITED,540718,,Consumer Discretionary,Textiles
511034,Jindal Drilling & Industries Ltd.,511034,JINDRILL,Energy,"Oil, Gas & Consumable Fuels"
517015,Vindhya Telelinks Ltd.,517015,VINDHYATEL,Industrials,Construction
530927,Haryana Financial Corporation ltd.,530927,,Financial Services,Financial Services
543766,Ashika Credit Capital Ltd.,543766,ASHIKAG,Financial Services,Financial Services
544037,Amic Forging Limited,544037,,Industrials,Capital Goods
531761,APOLLO PIPES LIMITED,531761,APOLLOPIPE,Industrials,Capital Goods
533146,D-Link (India) Ltd,533146,DLINKINDIA,Information Technology,Information Technology
544133,EXICOM TELE-SYSTEMS LIMITED,544133,EXICOM,Industrials,Capital Goods
533138,ASTEC LIFESCIENCES LIMITED,533138,ASTEC,Commodities,Chemicals
532945,SEPC LIMITED,532945,SEPC,Industrials,Construction
543525,Silver Touch Technologies Limited,543525,SILVERTUC,Information Technology,Information Technology
539332,Navkar Corporation Limited,539332,NAVKARCORP,Services,Services
509820,HUHTAMAKI INDIA LIMITED,509820,HUHTAMAKI,Industrials,Capital Goods
505412,Wendt (India) Ltd.,505412,WENDT,Industrials,Capital Goods
543331,Meghmani Organics Limited,543331,MOL,Commodities,Chemicals
532705,Jagran Prakashan Limited,532705,JAGRAN,Consumer Discretionary,"Media, Entertainment & Publication"
526506,Systematix Corporate Services Ltd.,526506,SYSTMTXC,Financial Services,Financial Services
506109,Genesys International Corporation Ltd.,506109,GENESYS,Information Technology,Information Technology
544459,SHANTI GOLD INTERNATIONAL LIMITED,544459,SHANTIGOLD,Consumer Discretionary,Consumer Durables
504000,Elpro International Ltd.,504000,ELPROINTL,Consumer Discretionary,Realty
507912,GYFTR LIMITED,507912,GYFTR,Financial Services,Financial Services
544235,Orient Technologies Limited,544235,ORIENTTECH,Information Technology,Information Technology
508929,AVISHKAR INFRA REALTY LIMITED,508929,,Consumer Discretionary,Realty
540642,Salasar Techno Engineering Limited,540642,SALASAR,Industrials,Capital Goods
543279,Suryoday Small Finance Bank Limited,543279,SURYODAY,Financial Services,Financial Services
544293,SURAKSHA DIAGNOSTIC LIMITED,544293,SURAKSHA,Healthcare,Healthcare
539636,Precision Camshafts Limited,539636,PRECAM,Consumer Discretionary,Automobile and Auto Components
544279,Godavari Biorefineries Limited,544279,GODAVARIB,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544748,ONE POINT ONE SOLUTIONS LIMITED,544748,ONEPOINT,Services,Services
544053,Motisons Jewellers Limited,544053,MOTISONS,Consumer Discretionary,Consumer Durables
544138,J.G.Chemicals Limited,544138,JGCHEM,Commodities,Chemicals
506480,GOCL Corporation Limited,506480,GOCLCORP,Commodities,Chemicals
532366,PNB Gilts Ltd,532366,PNBGILTS,Financial Services,Financial Services
506618,Punjab Chemicals and Crop Protection Ltd.,506618,PUNJABCHEM,Commodities,Chemicals
544167,JNK India Limited,544167,JNKINDIA,Industrials,Capital Goods
542725,SBC EXPORTS LIMITED,542725,SBC,Consumer Discretionary,Textiles
544743,Amir Chand Jagdish Kumar (Exports) Limited,544743,AEROPLANE,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544523,IVALUE INFOSOLUTIONS LIMITED,544523,IVALUE,Information Technology,Information Technology
533137,DEN Networks Limited,533137,DEN,Consumer Discretionary,"Media, Entertainment & Publication"
507878,Unitech Ltd.,507878,UNITECH,Consumer Discretionary,Realty
533121,EXPLEO SOLUTIONS LIMITED,533121,EXPLEOSOL,Information Technology,Information Technology
532749,Allcargo Logistics Ltd,532749,ALLCARGO,Services,Services
544448,Pashupati Cotspin Limited,544448,PASHUPATI,Consumer Discretionary,Textiles
505526,DOLAT ALGOTECH LIMITED,505526,DOLATALGO,Financial Services,Financial Services
533761,GPT Infraprojects limited,533761,GPTINFRA,Industrials,Construction
543254,Antony Waste Handling Cell Limited,543254,AWHCL,Utilities,Utilities
520073,RACL Geartech Limited,520073,RACLGEAR,Consumer Discretionary,Automobile and Auto Components
543419,Shriram Properties Limited,543419,SHRIRAMPPS,Consumer Discretionary,Realty
544029,Gandhar Oil Refinery (India) Limited,544029,GANDHAR,Energy,"Oil, Gas & Consumable Fuels"
507747,TTK Healthcare Ltd.,507747,TTKHLTCARE,Diversified,Diversified
532880,OMAXE LIMITED,532880,OMAXE,Consumer Discretionary,Realty
500402,SPML Infra Limited,500402,SPMLINFRA,Industrials,Construction
532624,Jindal Photo Limited,532624,JINDALPHOT,Financial Services,Financial Services
513554,Mahamaya Steel Industries Limited,513554,MAHASTEEL,Industrials,Capital Goods
543929,HMA Agro Industries Limited,543929,HMAAGRO,Fast Moving Consumer Goods,Fast Moving Consumer Goods
540774,IFGL Refractories Limited,540774,IFGLEXPOR,Industrials,Capital Goods
544020,ESAF Small Finance Bank Ltd,544020,ESAFSFB,Financial Services,Financial Services
539221,Sportking India Ltd.,539221,SPORTKING,Consumer Discretionary,Textiles
544310,Yash Highvoltage Limited,544310,,Industrials,Capital Goods
539289, Aurum PropTech Limited,539289,AURUM,Information Technology,Information Technology
530475,Tinna Rubber and Infrastructure Limited,530475,TINNARUBR,Industrials,Capital Goods
539046,Manaksia Coated Metals & Industries Ltd,539046,MANAKCOAT,Industrials,Capital Goods
502330,ANDHRA PAPER LIMITED,502330,ANDHRAPAP,Commodities,Forest Materials
524520,KMC Speciality Hospitals India Limited,524520,,Healthcare,Healthcare
514043,Himatsingka Seide Ltd.,514043,HIMATSEIDE,Consumer Discretionary,Textiles
524669,Hester Biosciences Ltd,524669,HESTERBIO,Healthcare,Healthcare
532684,Everest Kanto Cylinders Ltd.,532684,EKC,Industrials,Capital Goods
513250,Jyoti Structures Ltd.,513250,JYOTISTRUC,Industrials,Capital Goods
544316,DAM Capital Advisors Limited,544316,DAMCAPITAL,Financial Services,Financial Services
533263,Orient Green Power Company Limited,533263,GREENPOWER,Utilities,Power
524470,Syncom Formulations (India) Ltd.,524470,SYNCOMF,Healthcare,Healthcare
544134,Platinum Industries Limited,544134,PLATIND,Commodities,Chemicals
530307,Chaman Lal Setia Exports Ltd.,530307,CLSEL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
